answer_id,system_id,query_id,repo_id,owner_repo,audit_type,expected_answer_sha256,predicted_answer,predicted_answer_sha256,correct,abstained,retrieved_source_span_id,raw_prompt_context_bytes,compact_routehint_bytes,context_or_hint_sha256,latency_ns
v52x_D_v53e_0011,D,v53e_0011,pypa_pip,pypa/pip,doc_code_conflict,sha256:3025e24e1174f92f9b1279c6215bcb2e98ce011ea27e9de74399897043d32668,"Evidence at pyproject.toml:177 supports this bounded audit fact: # trim vendored pygments styles, lexers, formatters, and CLI",sha256:3025e24e1174f92f9b1279c6215bcb2e98ce011ea27e9de74399897043d32668,1,0,v53e_0011_span_001,512,0,sha256:caa2abca4d23a989fdf132e69d4c0f713778434f6e808a4ecc02261b6b901c18,250000000
v52x_D_v53e_0012,D,v53e_0012,pypa_pip,pypa/pip,doc_code_conflict,sha256:08a1ed8d4724d6424674aee64abe91ca63702887f52ec31be378640cc1796af5,"Evidence at pyproject.toml:252 supports this bounded audit fact: ""tests"" = [""tests""]",sha256:08a1ed8d4724d6424674aee64abe91ca63702887f52ec31be378640cc1796af5,1,0,v53e_0012_span_001,512,0,sha256:0aab66cd12274b127d417757575fd621e26a7eeb8ed1556c4d59e9299946f1a5,250000000
v52x_D_v53e_0013,D,v53e_0013,pypa_pip,pypa/pip,doc_code_conflict,sha256:38ce250d7a15a75358bc3e46d5fcb96e9ea882753e43a9c1b2305ee0b6c11f98,Evidence at pyproject.toml:288 supports this bounded audit fact: [[tool.mypy.overrides]],sha256:38ce250d7a15a75358bc3e46d5fcb96e9ea882753e43a9c1b2305ee0b6c11f98,1,0,v53e_0013_span_001,512,0,sha256:7da2bb667b924371a2a5ea20a52f59cefd4905ffaf5ba0dad301f65725173151,250000000
v52x_D_v53e_0014,D,v53e_0014,pypa_sampleproject,pypa/sampleproject,doc_code_conflict,sha256:1910a60e261e8618c8a8bfd423e4ff374a7a252909a20aa4abff575fb926835e,Evidence at README.md:24 supports this bounded audit fact: [reStructuredText][rst] or [markdown][md use] with the appropriate [key set][md,sha256:1910a60e261e8618c8a8bfd423e4ff374a7a252909a20aa4abff575fb926835e,1,0,v53e_0014_span_001,512,0,sha256:b423651fcc2cd751b0b43f52a821d7e091119122f0f4728db3ffa2ab17fd3064,250000000
v52x_D_v53e_0015,D,v53e_0015,pypa_sampleproject,pypa/sampleproject,doc_code_conflict,sha256:a4cde8cae9eea5c075ca658817eaaf569670d9f1ef719823e8bd8c2eaac77603,Evidence at pyproject.toml:24 supports this bounded audit fact: # And where it will live on PyPI: https://pypi.org/project/sampleproject/,sha256:a4cde8cae9eea5c075ca658817eaaf569670d9f1ef719823e8bd8c2eaac77603,1,0,v53e_0015_span_001,512,0,sha256:a5a2b38c1ec236a375daf8aefce07710bbd735ba1e77325da1731168379b67eb,250000000
v52x_D_v53e_0016,D,v53e_0016,pypa_sampleproject,pypa/sampleproject,doc_code_conflict,sha256:ed7152da4e8b0b132e0311520197f37244a041e250a96eec9d4167eb7d13de5b,"Evidence at pyproject.toml:141 supports this bounded audit fact: # issues, where the source is hosted, where to say thanks to the package",sha256:ed7152da4e8b0b132e0311520197f37244a041e250a96eec9d4167eb7d13de5b,1,0,v53e_0016_span_001,512,0,sha256:a3bca9e821076ad423a87adac184a4eefe2c322f291d813011902e8a6021fbc2,250000000
v52x_D_v53e_0017,D,v53e_0017,pytest_dev_pytest,pytest-dev/pytest,doc_code_conflict,sha256:51367533343f18b5f5516ebb79a6908140bbcf7ecedc4cd8cbf77af719c1531e,Evidence at pyproject.toml:420 supports this bounded audit fact: # https://github.com/pexpect/pexpect/issues/827,sha256:51367533343f18b5f5516ebb79a6908140bbcf7ecedc4cd8cbf77af719c1531e,1,0,v53e_0017_span_001,512,0,sha256:8f02748811cd5dc162e9b1ddbc7d6b8f412521875f5e0f7ff5a1ff3b6a5f5f6b,250000000
v52x_D_v53e_0018,D,v53e_0018,pytest_dev_pytest,pytest-dev/pytest,doc_code_conflict,sha256:827c3c31c6fb5bdab8602bdf7763f3a07817473061db4aa60005b658d78a7f1f,"Evidence at pyproject.toml:513 supports this bounded audit fact: directory = ""feature""",sha256:827c3c31c6fb5bdab8602bdf7763f3a07817473061db4aa60005b658d78a7f1f,1,0,v53e_0018_span_001,512,0,sha256:9ad6fa342d7cb4b7a2687b29275a740e6d338ec7c07e70272173fec8a4fcc06c,250000000
v52x_D_v53e_0019,D,v53e_0019,pytest_dev_pytest,pytest-dev/pytest,doc_code_conflict,sha256:e12babb1c25b673127ecb30d0d85c6c6c9d68e2e5856cc5457b6f413a70040ab,Evidence at tox.ini:21 supports this bounded audit fact: # checks that 3.11 native ExceptionGroup works with exceptiongroup,sha256:e12babb1c25b673127ecb30d0d85c6c6c9d68e2e5856cc5457b6f413a70040ab,1,0,v53e_0019_span_001,512,0,sha256:7f23e7e632087ca6112bdfedaeb3480a773f8a16291e8c3ca650a519eab33fe0,250000000
v52x_D_v53e_0020,D,v53e_0020,python_cpython,python/cpython,doc_code_conflict,sha256:4d47629fd789f05e928243f8b25ef90ac3d730c6cd19fd05de9a3f6821717ee3,Evidence at Doc/README.rst:116 supports this bounded audit fact: see the make targets above).,sha256:4d47629fd789f05e928243f8b25ef90ac3d730c6cd19fd05de9a3f6821717ee3,1,0,v53e_0020_span_001,512,0,sha256:2a673a66d99cd8952c67416c99a2c2ef0de897570ab170c835fd4123647e43e9,250000000
v52x_D_v53e_0021,D,v53e_0021,python_cpython,python/cpython,doc_code_conflict,sha256:3fd9db01efecc4b5cf97d4c9db4626fd94511de7b1e6741ee87a3085b5e80a16,Evidence at Doc/README.rst:132 supports this bounded audit fact: `Python bug tracker <https://github.com/python/cpython/issues>`_.,sha256:3fd9db01efecc4b5cf97d4c9db4626fd94511de7b1e6741ee87a3085b5e80a16,1,0,v53e_0021_span_001,512,0,sha256:7f0c6a9cabc6770ed561a192e8b43afcbc4376d0e65aa8d03365d3ad6d452310,250000000
v52x_D_v53e_0022,D,v53e_0022,tiangolo_typer,tiangolo/typer,doc_code_conflict,sha256:88d967add55cae2ed14eb0afb3f2383b907570de10e8090216d886bd32d61df4,Evidence at README.md:68 supports this bounded audit fact: def main(name: str):,sha256:88d967add55cae2ed14eb0afb3f2383b907570de10e8090216d886bd32d61df4,1,0,v53e_0022_span_001,512,0,sha256:5b0ee8c35307dae6adba8bc3f3308831f62571bc367eb495d6d23df77307506d,250000000
v52x_D_v53e_0023,D,v53e_0023,tiangolo_typer,tiangolo/typer,doc_code_conflict,sha256:4eac25f84a28cbc59e8476d13ce3a15e8f5369ad3a5f5dea8719e8ec4ece2ade,Evidence at README.md:136 supports this bounded audit fact: Now you could run it with Python directly:,sha256:4eac25f84a28cbc59e8476d13ce3a15e8f5369ad3a5f5dea8719e8ec4ece2ade,1,0,v53e_0023_span_001,512,0,sha256:734328998ded239c5a260f6a3db321c18476a1e933b94bb7b37894ca48c620cd,250000000
v52x_D_v53e_0024,D,v53e_0024,tiangolo_typer,tiangolo/typer,doc_code_conflict,sha256:124d33b436587c3c8f8c54c26cf0ac1dad976b0ed63787b6e852177942696355,"Evidence at pyproject.toml:180 supports this bounded audit fact: ""docs_src/parameter_types/enum/tutorial003_an_py310.py"" = [""B006""]",sha256:124d33b436587c3c8f8c54c26cf0ac1dad976b0ed63787b6e852177942696355,1,0,v53e_0024_span_001,512,0,sha256:e3ed9e3b9a3188e72eed57c2ae6f7595cdebd4894295fb0941534034b200aefb,250000000
v52x_D_v53e_0025,D,v53e_0025,django_django,django/django,doc_code_conflict,sha256:16e7a51dc048d658cb16f1d289d1895042e01d95bd2bdf946c2b2605d7a6032b,"Evidence at README.rst:44 supports this bounded audit fact: ``docs/internals/contributing/writing-code/unit-tests.txt``, published online at",sha256:16e7a51dc048d658cb16f1d289d1895042e01d95bd2bdf946c2b2605d7a6032b,1,0,v53e_0025_span_001,512,0,sha256:fbabbb61627a2760d9280ad69e6a187be80a2d348c6ff6c751f93215f2bd42af,250000000
v52x_D_v53e_0026,D,v53e_0026,django_django,django/django,doc_code_conflict,sha256:cf0ae0e7e693574f6c571d5345413858012c4a2d2aae2388412f0485f03e9715,"Evidence at pyproject.toml:15 supports this bounded audit fact: {name = ""Django Software Foundation"", email = ""foundation@djangoproject.com""},",sha256:cf0ae0e7e693574f6c571d5345413858012c4a2d2aae2388412f0485f03e9715,1,0,v53e_0026_span_001,512,0,sha256:b18777b29fe774db45c90f38f6a3ac4318367916bb039b0f724000a083211b85,250000000
v52x_D_v53e_0027,D,v53e_0027,django_django,django/django,doc_code_conflict,sha256:decb5a16a77cb5f02b5c527c180dddc7c128eef59202104d669845f4aecac749,"Evidence at pyproject.toml:45 supports this bounded audit fact: django-admin = ""django.core.management:execute_from_command_line""",sha256:decb5a16a77cb5f02b5c527c180dddc7c128eef59202104d669845f4aecac749,1,0,v53e_0027_span_001,512,0,sha256:11b5e1f55019d0be807ab373073bddcbd6a009e1f696f42568b834b29ca86836,250000000
v52x_D_v53e_0028,D,v53e_0028,fastapi_fastapi,fastapi/fastapi,doc_code_conflict,sha256:ee3ca7676d02cb47de50bc465768251a24695868b9c0742884b062caa5105769,"Evidence at pyproject.toml:180 supports this bounded audit fact: ""pytest-sugar>=1.0.0"",",sha256:ee3ca7676d02cb47de50bc465768251a24695868b9c0742884b062caa5105769,1,0,v53e_0028_span_001,512,0,sha256:1b983e1e3dc2835edfcfdbfb3364a51f7712bc66609734c505af315e2f29550d,250000000
v52x_D_v53e_0029,D,v53e_0029,fastapi_fastapi,fastapi/fastapi,doc_code_conflict,sha256:09837b608dbefb7cd3f2e193d5b4f9863f26c49611128193bf9dac0b4e4422ac,Evidence at pyproject.toml:261 supports this bounded audit fact: [tool.coverage.html],sha256:09837b608dbefb7cd3f2e193d5b4f9863f26c49611128193bf9dac0b4e4422ac,1,0,v53e_0029_span_001,512,0,sha256:5585b5ca9a687f5eff6bceef030145150a6c6b968740d486eca385cef0bc775e,250000000
v52x_D_v53e_0030,D,v53e_0030,pallets_click,pallets/click,doc_code_conflict,sha256:b806660d8fc0a3bdf30567539c3bf93f506f51189184c0af20db230271af8ae2,Evidence at README.md:8 supports this bounded audit fact: sensible defaults out of the box.,sha256:b806660d8fc0a3bdf30567539c3bf93f506f51189184c0af20db230271af8ae2,1,0,v53e_0030_span_001,512,0,sha256:abaaac66c9fe9aabef5e961216271dfb363bbabce9a5339e0a61c61311779661,250000000
v52x_D_v53e_0031,D,v53e_0031,pallets_flask,pallets/flask,doc_code_conflict,sha256:3e8d5e6dce4ee53ad2c7234c4cb9f4d6579d67b5f34005a796141fa31e7657a6,Evidence at README.md:16 supports this bounded audit fact: [WSGI]: https://wsgi.readthedocs.io/,sha256:3e8d5e6dce4ee53ad2c7234c4cb9f4d6579d67b5f34005a796141fa31e7657a6,1,0,v53e_0031_span_001,512,0,sha256:f6a8fc25c6953252d73a3aa1cfcd9550692f796c553d61a6b434fdddecd211a5,250000000
v52x_D_v53e_0032,D,v53e_0032,pallets_flask,pallets/flask,doc_code_conflict,sha256:9a2d437d5703f2e3880048b1141c1a87226d5cba875613081dc9be3f6534098b,"Evidence at examples/javascript/pyproject.toml:12 supports this bounded audit fact: Documentation = ""https://flask.palletsprojects.com/patterns/javascript/""",sha256:9a2d437d5703f2e3880048b1141c1a87226d5cba875613081dc9be3f6534098b,1,0,v53e_0032_span_001,512,0,sha256:ecf3f6fc6518f522d0491ef7cfbb961344ee5d96509a2820868ecdd40fd8a085,250000000
v52x_D_v53e_0033,D,v53e_0033,psf_requests,psf/requests,doc_code_conflict,sha256:3fafbe8f29a015222584573c08b5bea234a58a271847e2a3cb27f26345bbc3e1,"Evidence at pyproject.toml:9 supports this bounded audit fact: license = {text = ""Apache-2.0""}",sha256:3fafbe8f29a015222584573c08b5bea234a58a271847e2a3cb27f26345bbc3e1,1,0,v53e_0033_span_001,512,0,sha256:08511f06eadac16cdf199ec52bb4b0213a92f44d034e71ab645479f0ea879d0e,250000000
v52x_D_v53e_0034,D,v53e_0034,psf_requests,psf/requests,doc_code_conflict,sha256:52f8642e3af366152395143f1aebdbe3ba0966cf28e7c8f059ce7caf8849e23b,"Evidence at pyproject.toml:108 supports this bounded audit fact: quote-style = ""double""",sha256:52f8642e3af366152395143f1aebdbe3ba0966cf28e7c8f059ce7caf8849e23b,1,0,v53e_0034_span_001,512,0,sha256:341909fa7fa1530ad4353811672863b8939bf31a8df032a7592149a0db286a04,250000000
v52x_D_v53e_0035,D,v53e_0035,pypa_pip,pypa/pip,doc_code_conflict,sha256:3025e24e1174f92f9b1279c6215bcb2e98ce011ea27e9de74399897043d32668,"Evidence at pyproject.toml:177 supports this bounded audit fact: # trim vendored pygments styles, lexers, formatters, and CLI",sha256:3025e24e1174f92f9b1279c6215bcb2e98ce011ea27e9de74399897043d32668,1,0,v53e_0035_span_001,512,0,sha256:a4cd5b737a6403add65c702ca50b07899f97e81408335b619675062e7c234802,250000000
v52x_D_v53e_0036,D,v53e_0036,pypa_pip,pypa/pip,doc_code_conflict,sha256:08a1ed8d4724d6424674aee64abe91ca63702887f52ec31be378640cc1796af5,"Evidence at pyproject.toml:252 supports this bounded audit fact: ""tests"" = [""tests""]",sha256:08a1ed8d4724d6424674aee64abe91ca63702887f52ec31be378640cc1796af5,1,0,v53e_0036_span_001,512,0,sha256:de0a8dd7c1b29c6c7560a8515a1229234c847f66099273d216de10c554403b17,250000000
v52x_D_v53e_0037,D,v53e_0037,pypa_pip,pypa/pip,doc_code_conflict,sha256:38ce250d7a15a75358bc3e46d5fcb96e9ea882753e43a9c1b2305ee0b6c11f98,Evidence at pyproject.toml:288 supports this bounded audit fact: [[tool.mypy.overrides]],sha256:38ce250d7a15a75358bc3e46d5fcb96e9ea882753e43a9c1b2305ee0b6c11f98,1,0,v53e_0037_span_001,512,0,sha256:444f67dd209d9ee37c0fe06c8b7a9599105747e67f8d6a7a4e2c5667b0651fb5,250000000
v52x_D_v53e_0038,D,v53e_0038,pypa_sampleproject,pypa/sampleproject,doc_code_conflict,sha256:1910a60e261e8618c8a8bfd423e4ff374a7a252909a20aa4abff575fb926835e,Evidence at README.md:24 supports this bounded audit fact: [reStructuredText][rst] or [markdown][md use] with the appropriate [key set][md,sha256:1910a60e261e8618c8a8bfd423e4ff374a7a252909a20aa4abff575fb926835e,1,0,v53e_0038_span_001,512,0,sha256:e97ba60bf5eefd71b9c1f8015742cf10bf14d2ecaf9634c52672aebc5a0a3266,250000000
v52x_D_v53e_0039,D,v53e_0039,pypa_sampleproject,pypa/sampleproject,doc_code_conflict,sha256:a4cde8cae9eea5c075ca658817eaaf569670d9f1ef719823e8bd8c2eaac77603,Evidence at pyproject.toml:24 supports this bounded audit fact: # And where it will live on PyPI: https://pypi.org/project/sampleproject/,sha256:a4cde8cae9eea5c075ca658817eaaf569670d9f1ef719823e8bd8c2eaac77603,1,0,v53e_0039_span_001,512,0,sha256:6c7602397d488ff696fb404698e3be77da29b07abd59d39c604c9274c7d869ba,250000000
v52x_D_v53e_0040,D,v53e_0040,pypa_sampleproject,pypa/sampleproject,doc_code_conflict,sha256:ed7152da4e8b0b132e0311520197f37244a041e250a96eec9d4167eb7d13de5b,"Evidence at pyproject.toml:141 supports this bounded audit fact: # issues, where the source is hosted, where to say thanks to the package",sha256:ed7152da4e8b0b132e0311520197f37244a041e250a96eec9d4167eb7d13de5b,1,0,v53e_0040_span_001,512,0,sha256:a2b63f744b6b1ddf0680a4b306507130d37b3ec3ad389af1c18ef6611bf16d77,250000000
v52x_D_v53e_0041,D,v53e_0041,pytest_dev_pytest,pytest-dev/pytest,doc_code_conflict,sha256:51367533343f18b5f5516ebb79a6908140bbcf7ecedc4cd8cbf77af719c1531e,Evidence at pyproject.toml:420 supports this bounded audit fact: # https://github.com/pexpect/pexpect/issues/827,sha256:51367533343f18b5f5516ebb79a6908140bbcf7ecedc4cd8cbf77af719c1531e,1,0,v53e_0041_span_001,512,0,sha256:29ea2e43d68fa241662028fae12af0161f3ae12c64bca85cf4c3e98f2bc38cb4,250000000
v52x_D_v53e_0042,D,v53e_0042,pytest_dev_pytest,pytest-dev/pytest,doc_code_conflict,sha256:827c3c31c6fb5bdab8602bdf7763f3a07817473061db4aa60005b658d78a7f1f,"Evidence at pyproject.toml:513 supports this bounded audit fact: directory = ""feature""",sha256:827c3c31c6fb5bdab8602bdf7763f3a07817473061db4aa60005b658d78a7f1f,1,0,v53e_0042_span_001,512,0,sha256:ae62ad509db0d021fc8cbb4c3f4d326a58f1d5344dd13b697692fdd9a335fe12,250000000
v52x_D_v53e_0043,D,v53e_0043,pytest_dev_pytest,pytest-dev/pytest,doc_code_conflict,sha256:e12babb1c25b673127ecb30d0d85c6c6c9d68e2e5856cc5457b6f413a70040ab,Evidence at tox.ini:21 supports this bounded audit fact: # checks that 3.11 native ExceptionGroup works with exceptiongroup,sha256:e12babb1c25b673127ecb30d0d85c6c6c9d68e2e5856cc5457b6f413a70040ab,1,0,v53e_0043_span_001,512,0,sha256:67eea43508fb3459d129bc004da6e318e9feb559f35dd976a2b25a412b9ca016,250000000
v52x_D_v53e_0044,D,v53e_0044,python_cpython,python/cpython,doc_code_conflict,sha256:4d47629fd789f05e928243f8b25ef90ac3d730c6cd19fd05de9a3f6821717ee3,Evidence at Doc/README.rst:116 supports this bounded audit fact: see the make targets above).,sha256:4d47629fd789f05e928243f8b25ef90ac3d730c6cd19fd05de9a3f6821717ee3,1,0,v53e_0044_span_001,512,0,sha256:706aa09120f7b60491e2c0a09c4d6849608623d3712f4cbae8d2dd02f3770c57,250000000
v52x_D_v53e_0045,D,v53e_0045,python_cpython,python/cpython,doc_code_conflict,sha256:3fd9db01efecc4b5cf97d4c9db4626fd94511de7b1e6741ee87a3085b5e80a16,Evidence at Doc/README.rst:132 supports this bounded audit fact: `Python bug tracker <https://github.com/python/cpython/issues>`_.,sha256:3fd9db01efecc4b5cf97d4c9db4626fd94511de7b1e6741ee87a3085b5e80a16,1,0,v53e_0045_span_001,512,0,sha256:5092c521acdbcf07caefc1c88e01310629bcbace38599b747357c5a94de8db1b,250000000
v52x_D_v53e_0046,D,v53e_0046,tiangolo_typer,tiangolo/typer,doc_code_conflict,sha256:88d967add55cae2ed14eb0afb3f2383b907570de10e8090216d886bd32d61df4,Evidence at README.md:68 supports this bounded audit fact: def main(name: str):,sha256:88d967add55cae2ed14eb0afb3f2383b907570de10e8090216d886bd32d61df4,1,0,v53e_0046_span_001,512,0,sha256:6a1a18744b287136bc9d1521fb1a128cc02024931d32d06bb74629bae84900d3,250000000
v52x_D_v53e_0047,D,v53e_0047,tiangolo_typer,tiangolo/typer,doc_code_conflict,sha256:4eac25f84a28cbc59e8476d13ce3a15e8f5369ad3a5f5dea8719e8ec4ece2ade,Evidence at README.md:136 supports this bounded audit fact: Now you could run it with Python directly:,sha256:4eac25f84a28cbc59e8476d13ce3a15e8f5369ad3a5f5dea8719e8ec4ece2ade,1,0,v53e_0047_span_001,512,0,sha256:24946a362c47721bef320c98e096d4f577b5f486d561884191a4440d67bfd0b1,250000000
v52x_D_v53e_0048,D,v53e_0048,tiangolo_typer,tiangolo/typer,doc_code_conflict,sha256:124d33b436587c3c8f8c54c26cf0ac1dad976b0ed63787b6e852177942696355,"Evidence at pyproject.toml:180 supports this bounded audit fact: ""docs_src/parameter_types/enum/tutorial003_an_py310.py"" = [""B006""]",sha256:124d33b436587c3c8f8c54c26cf0ac1dad976b0ed63787b6e852177942696355,1,0,v53e_0048_span_001,512,0,sha256:16a597badbea74df65a2bb036f0ba51fbbc2a6bf19c772f07b1dcac22b944a54,250000000
v52x_D_v53e_0049,D,v53e_0049,django_django,django/django,doc_code_conflict,sha256:16e7a51dc048d658cb16f1d289d1895042e01d95bd2bdf946c2b2605d7a6032b,"Evidence at README.rst:44 supports this bounded audit fact: ``docs/internals/contributing/writing-code/unit-tests.txt``, published online at",sha256:16e7a51dc048d658cb16f1d289d1895042e01d95bd2bdf946c2b2605d7a6032b,1,0,v53e_0049_span_001,512,0,sha256:ca4882151ea921612c36193c2ff7bf53ae000850c4e17138832a88ce5d1451c8,250000000
v52x_D_v53e_0050,D,v53e_0050,django_django,django/django,doc_code_conflict,sha256:cf0ae0e7e693574f6c571d5345413858012c4a2d2aae2388412f0485f03e9715,"Evidence at pyproject.toml:15 supports this bounded audit fact: {name = ""Django Software Foundation"", email = ""foundation@djangoproject.com""},",sha256:cf0ae0e7e693574f6c571d5345413858012c4a2d2aae2388412f0485f03e9715,1,0,v53e_0050_span_001,512,0,sha256:9cfbc69c1d96797c64d501d59da1c5490c29ca95bd4fb0acc95525a6e3a198ee,250000000
v52x_D_v53e_0051,D,v53e_0051,django_django,django/django,doc_code_conflict,sha256:decb5a16a77cb5f02b5c527c180dddc7c128eef59202104d669845f4aecac749,"Evidence at pyproject.toml:45 supports this bounded audit fact: django-admin = ""django.core.management:execute_from_command_line""",sha256:decb5a16a77cb5f02b5c527c180dddc7c128eef59202104d669845f4aecac749,1,0,v53e_0051_span_001,512,0,sha256:1d75e1d8f426c1021ba81496275bafaf1e8ae13046f5b9b54cae3fb4c830b548,250000000
v52x_D_v53e_0052,D,v53e_0052,fastapi_fastapi,fastapi/fastapi,doc_code_conflict,sha256:ee3ca7676d02cb47de50bc465768251a24695868b9c0742884b062caa5105769,"Evidence at pyproject.toml:180 supports this bounded audit fact: ""pytest-sugar>=1.0.0"",",sha256:ee3ca7676d02cb47de50bc465768251a24695868b9c0742884b062caa5105769,1,0,v53e_0052_span_001,512,0,sha256:880249ee66305f5f3c0b902fa4579b0bc1e345bf7ce71f1c2ef40a284dccac20,250000000
v52x_D_v53e_0053,D,v53e_0053,fastapi_fastapi,fastapi/fastapi,doc_code_conflict,sha256:09837b608dbefb7cd3f2e193d5b4f9863f26c49611128193bf9dac0b4e4422ac,Evidence at pyproject.toml:261 supports this bounded audit fact: [tool.coverage.html],sha256:09837b608dbefb7cd3f2e193d5b4f9863f26c49611128193bf9dac0b4e4422ac,1,0,v53e_0053_span_001,512,0,sha256:4658f9c197030fba09365771adebee8ec3ab449d11c84c966c5d923cdb09e82b,250000000
