system_id,query_id,rank,score,source_span_id,owner_repo,path,line_start
D,v53e_0064,1,1,v53e_0064_span_001,pypa/sampleproject,pyproject.toml,141
D,v53e_0065,1,1,v53e_0065_span_001,pytest-dev/pytest,pyproject.toml,420
D,v53e_0066,1,1,v53e_0066_span_001,pytest-dev/pytest,pyproject.toml,513
D,v53e_0067,1,1,v53e_0067_span_001,pytest-dev/pytest,tox.ini,21
D,v53e_0068,1,1,v53e_0068_span_001,python/cpython,Doc/README.rst,116
D,v53e_0069,1,1,v53e_0069_span_001,python/cpython,Doc/README.rst,132
D,v53e_0070,1,1,v53e_0070_span_001,tiangolo/typer,README.md,68
D,v53e_0071,1,1,v53e_0071_span_001,tiangolo/typer,README.md,136
D,v53e_0072,1,1,v53e_0072_span_001,tiangolo/typer,pyproject.toml,180
D,v53e_0073,1,1,v53e_0073_span_001,django/django,README.rst,44
D,v53e_0074,1,1,v53e_0074_span_001,django/django,pyproject.toml,15
D,v53e_0075,1,1,v53e_0075_span_001,django/django,pyproject.toml,45
D,v53e_0076,1,1,v53e_0076_span_001,fastapi/fastapi,pyproject.toml,180
D,v53e_0077,1,1,v53e_0077_span_001,fastapi/fastapi,pyproject.toml,261
D,v53e_0078,1,1,v53e_0078_span_001,pallets/click,README.md,8
D,v53e_0079,1,1,v53e_0079_span_001,pallets/flask,README.md,16
D,v53e_0080,1,1,v53e_0080_span_001,pallets/flask,examples/javascript/pyproject.toml,12
D,v53e_0081,1,1,v53e_0081_span_001,psf/requests,pyproject.toml,9
D,v53e_0082,1,1,v53e_0082_span_001,psf/requests,pyproject.toml,108
D,v53e_0083,1,1,v53e_0083_span_001,pypa/pip,pyproject.toml,177
D,v53e_0084,1,1,v53e_0084_span_001,pypa/pip,pyproject.toml,252
D,v53e_0085,1,1,v53e_0085_span_001,pypa/pip,pyproject.toml,288
D,v53e_0086,1,1,v53e_0086_span_001,pypa/sampleproject,README.md,24
D,v53e_0087,1,1,v53e_0087_span_001,pypa/sampleproject,pyproject.toml,24
D,v53e_0088,1,1,v53e_0088_span_001,pypa/sampleproject,pyproject.toml,141
D,v53e_0089,1,1,v53e_0089_span_001,pytest-dev/pytest,pyproject.toml,420
D,v53e_0090,1,1,v53e_0090_span_001,pytest-dev/pytest,pyproject.toml,513
D,v53e_0091,1,1,v53e_0091_span_001,pytest-dev/pytest,tox.ini,21
D,v53e_0092,1,1,v53e_0092_span_001,python/cpython,Doc/README.rst,116
D,v53e_0093,1,1,v53e_0093_span_001,python/cpython,Doc/README.rst,132
D,v53e_0094,1,1,v53e_0094_span_001,tiangolo/typer,README.md,68
D,v53e_0095,1,1,v53e_0095_span_001,tiangolo/typer,README.md,136
D,v53e_0096,1,1,v53e_0096_span_001,tiangolo/typer,pyproject.toml,180
D,v53e_0097,1,1,v53e_0097_span_001,django/django,README.rst,44
D,v53e_0098,1,1,v53e_0098_span_001,django/django,pyproject.toml,15
D,v53e_0099,1,1,v53e_0099_span_001,django/django,pyproject.toml,45
D,v53e_0100,1,1,v53e_0100_span_001,fastapi/fastapi,pyproject.toml,180
D,v53e_0101,1,1,v53e_0101_span_001,fastapi/fastapi,pyproject.toml,261
D,v53e_0102,1,1,v53e_0102_span_001,pallets/click,README.md,8
D,v53e_0103,1,1,v53e_0103_span_001,pallets/flask,README.md,16
D,v53e_0104,1,1,v53e_0104_span_001,pallets/flask,examples/javascript/pyproject.toml,12
D,v53e_0105,1,1,v53e_0105_span_001,psf/requests,pyproject.toml,9
D,v53e_0106,1,1,v53e_0106_span_001,psf/requests,pyproject.toml,108
D,v53e_0107,1,1,v53e_0107_span_001,pypa/pip,pyproject.toml,177
D,v53e_0108,1,1,v53e_0108_span_001,pypa/pip,pyproject.toml,252
D,v53e_0109,1,1,v53e_0109_span_001,pypa/pip,pyproject.toml,288
D,v53e_0110,1,1,v53e_0110_span_001,pypa/sampleproject,README.md,24
D,v53e_0111,1,1,v53e_0111_span_001,pypa/sampleproject,pyproject.toml,24
D,v53e_0112,1,1,v53e_0112_span_001,pypa/sampleproject,pyproject.toml,141
D,v53e_0113,1,1,v53e_0113_span_001,pytest-dev/pytest,pyproject.toml,420
D,v53e_0114,1,1,v53e_0114_span_001,pytest-dev/pytest,pyproject.toml,513
D,v53e_0115,1,1,v53e_0115_span_001,pytest-dev/pytest,tox.ini,21
D,v53e_0116,1,1,v53e_0116_span_001,python/cpython,Doc/README.rst,116
D,v53e_0117,1,1,v53e_0117_span_001,python/cpython,Doc/README.rst,132
D,v53e_0118,1,1,v53e_0118_span_001,tiangolo/typer,README.md,68
D,v53e_0119,1,1,v53e_0119_span_001,tiangolo/typer,README.md,136
D,v53e_0120,1,1,v53e_0120_span_001,tiangolo/typer,pyproject.toml,180
D,v53e_0121,1,1,v53e_0121_span_001,django/django,README.rst,44
D,v53e_0122,1,1,v53e_0122_span_001,django/django,pyproject.toml,15
D,v53e_0123,1,1,v53e_0123_span_001,django/django,pyproject.toml,45
D,v53e_0124,1,1,v53e_0124_span_001,fastapi/fastapi,pyproject.toml,180
D,v53e_0125,1,1,v53e_0125_span_001,fastapi/fastapi,pyproject.toml,261
D,v53e_0126,1,1,v53e_0126_span_001,pallets/click,README.md,8
D,v53e_0127,1,1,v53e_0127_span_001,pallets/flask,README.md,16
D,v53e_0128,1,1,v53e_0128_span_001,pallets/flask,examples/javascript/pyproject.toml,12
D,v53e_0129,1,1,v53e_0129_span_001,psf/requests,pyproject.toml,9
D,v53e_0130,1,1,v53e_0130_span_001,psf/requests,pyproject.toml,108
D,v53e_0131,1,1,v53e_0131_span_001,pypa/pip,pyproject.toml,177
D,v53e_0132,1,1,v53e_0132_span_001,pypa/pip,pyproject.toml,252
D,v53e_0133,1,1,v53e_0133_span_001,pypa/pip,pyproject.toml,288
D,v53e_0134,1,1,v53e_0134_span_001,pypa/sampleproject,README.md,24
D,v53e_0135,1,1,v53e_0135_span_001,pypa/sampleproject,pyproject.toml,24
D,v53e_0136,1,1,v53e_0136_span_001,pypa/sampleproject,pyproject.toml,141
D,v53e_0137,1,1,v53e_0137_span_001,pytest-dev/pytest,pyproject.toml,420
D,v53e_0138,1,1,v53e_0138_span_001,pytest-dev/pytest,pyproject.toml,513
D,v53e_0139,1,1,v53e_0139_span_001,pytest-dev/pytest,tox.ini,21
D,v53e_0140,1,1,v53e_0140_span_001,python/cpython,Doc/README.rst,116
D,v53e_0141,1,1,v53e_0141_span_001,pypa/pip,pyproject.toml,83
D,v53e_0142,1,1,v53e_0142_span_001,pypa/pip,pyproject.toml,326
D,v53e_0143,1,1,v53e_0143_span_001,pypa/pip,pyproject.toml,83
D,v53e_0144,1,1,v53e_0144_span_001,pypa/pip,pyproject.toml,326
D,v53e_0145,1,1,v53e_0145_span_001,pypa/pip,pyproject.toml,83
D,v53e_0146,1,1,v53e_0146_span_001,pypa/pip,pyproject.toml,326
D,v53e_0147,1,1,v53e_0147_span_001,pypa/pip,pyproject.toml,83
D,v53e_0148,1,1,v53e_0148_span_001,pypa/pip,pyproject.toml,326
D,v53e_0149,1,1,v53e_0149_span_001,pypa/pip,pyproject.toml,83
D,v53e_0150,1,1,v53e_0150_span_001,pypa/pip,pyproject.toml,326
D,v53e_0151,1,1,v53e_0151_span_001,pypa/pip,pyproject.toml,83
D,v53e_0152,1,1,v53e_0152_span_001,pypa/pip,pyproject.toml,326
D,v53e_0153,1,1,v53e_0153_span_001,pypa/pip,pyproject.toml,83
D,v53e_0154,1,1,v53e_0154_span_001,pypa/pip,pyproject.toml,326
D,v53e_0155,1,1,v53e_0155_span_001,pypa/pip,pyproject.toml,83
D,v53e_0156,1,1,v53e_0156_span_001,pypa/pip,pyproject.toml,326
D,v53e_0157,1,1,v53e_0157_span_001,pypa/pip,pyproject.toml,83
D,v53e_0158,1,1,v53e_0158_span_001,pypa/pip,pyproject.toml,326
D,v53e_0159,1,1,v53e_0159_span_001,pypa/pip,pyproject.toml,83
D,v53e_0160,1,1,v53e_0160_span_001,pypa/pip,pyproject.toml,326
D,v53e_0161,1,1,v53e_0161_span_001,pypa/pip,pyproject.toml,83
D,v53e_0162,1,1,v53e_0162_span_001,pypa/pip,pyproject.toml,326
D,v53e_0163,1,1,v53e_0163_span_001,pypa/pip,pyproject.toml,83
D,v53e_0164,1,1,v53e_0164_span_001,pypa/pip,pyproject.toml,326
D,v53e_0165,1,1,v53e_0165_span_001,pypa/pip,pyproject.toml,83
D,v53e_0166,1,1,v53e_0166_span_001,pypa/pip,pyproject.toml,326
D,v53e_0167,1,1,v53e_0167_span_001,pypa/pip,pyproject.toml,83
D,v53e_0168,1,1,v53e_0168_span_001,pypa/pip,pyproject.toml,326
D,v53e_0169,1,1,v53e_0169_span_001,pypa/pip,pyproject.toml,83
D,v53e_0170,1,1,v53e_0170_span_001,pypa/pip,pyproject.toml,326
D,v53e_0171,1,1,v53e_0171_span_001,pypa/pip,pyproject.toml,83
D,v53e_0172,1,1,v53e_0172_span_001,pypa/pip,pyproject.toml,326
D,v53e_0173,1,1,v53e_0173_span_001,pypa/pip,pyproject.toml,83
D,v53e_0174,1,1,v53e_0174_span_001,pypa/pip,pyproject.toml,326
D,v53e_0175,1,1,v53e_0175_span_001,pypa/pip,pyproject.toml,83
D,v53e_0176,1,1,v53e_0176_span_001,pypa/pip,pyproject.toml,326
D,v53e_0177,1,1,v53e_0177_span_001,pypa/pip,pyproject.toml,83
D,v53e_0178,1,1,v53e_0178_span_001,pypa/pip,pyproject.toml,326
D,v53e_0179,1,1,v53e_0179_span_001,pypa/pip,pyproject.toml,83
D,v53e_0180,1,1,v53e_0180_span_001,pypa/pip,pyproject.toml,326
D,v53e_0181,1,1,v53e_0181_span_001,pypa/pip,pyproject.toml,83
D,v53e_0182,1,1,v53e_0182_span_001,pypa/pip,pyproject.toml,326
D,v53e_0183,1,1,v53e_0183_span_001,pypa/pip,pyproject.toml,83
D,v53e_0184,1,1,v53e_0184_span_001,pypa/pip,pyproject.toml,326
D,v53e_0185,1,1,v53e_0185_span_001,pypa/pip,pyproject.toml,83
D,v53e_0186,1,1,v53e_0186_span_001,pypa/pip,pyproject.toml,326
D,v53e_0187,1,1,v53e_0187_span_001,pypa/pip,pyproject.toml,83
D,v53e_0188,1,1,v53e_0188_span_001,pypa/pip,pyproject.toml,326
D,v53e_0189,1,1,v53e_0189_span_001,pypa/pip,pyproject.toml,83
D,v53e_0190,1,1,v53e_0190_span_001,pypa/pip,pyproject.toml,326
D,v53e_0191,1,1,v53e_0191_span_001,pypa/pip,pyproject.toml,83
D,v53e_0192,1,1,v53e_0192_span_001,pypa/pip,pyproject.toml,326
D,v53e_0193,1,1,v53e_0193_span_001,pypa/pip,pyproject.toml,83
D,v53e_0194,1,1,v53e_0194_span_001,pypa/pip,pyproject.toml,326
D,v53e_0195,1,1,v53e_0195_span_001,pypa/pip,pyproject.toml,83
D,v53e_0196,1,1,v53e_0196_span_001,pypa/pip,pyproject.toml,326
D,v53e_0197,1,1,v53e_0197_span_001,pypa/pip,pyproject.toml,83
D,v53e_0198,1,1,v53e_0198_span_001,pypa/pip,pyproject.toml,326
D,v53e_0199,1,1,v53e_0199_span_001,pypa/pip,pyproject.toml,83
D,v53e_0200,1,1,v53e_0200_span_001,pypa/pip,pyproject.toml,326
D,v53e_0201,1,1,v53e_0201_span_001,pypa/pip,pyproject.toml,83
D,v53e_0202,1,1,v53e_0202_span_001,pypa/pip,pyproject.toml,326
D,v53e_0203,1,1,v53e_0203_span_001,pypa/pip,pyproject.toml,83
D,v53e_0204,1,1,v53e_0204_span_001,pypa/pip,pyproject.toml,326
D,v53e_0205,1,1,v53e_0205_span_001,pypa/pip,pyproject.toml,83
D,v53e_0206,1,1,v53e_0206_span_001,pypa/pip,pyproject.toml,326
D,v53e_0207,1,1,v53e_0207_span_001,pypa/pip,pyproject.toml,83
D,v53e_0208,1,1,v53e_0208_span_001,pypa/pip,pyproject.toml,326
D,v53e_0209,1,1,v53e_0209_span_001,pypa/pip,pyproject.toml,83
D,v53e_0210,1,1,v53e_0210_span_001,pypa/pip,pyproject.toml,326
D,v53e_0211,1,1,v53e_0211_span_001,pypa/pip,pyproject.toml,83
D,v53e_0212,1,1,v53e_0212_span_001,pypa/pip,pyproject.toml,326
D,v53e_0213,1,1,v53e_0213_span_001,pypa/pip,pyproject.toml,83
D,v53e_0214,1,1,v53e_0214_span_001,pypa/pip,pyproject.toml,326
D,v53e_0215,1,1,v53e_0215_span_001,pypa/pip,pyproject.toml,83
D,v53e_0216,1,1,v53e_0216_span_001,pypa/pip,pyproject.toml,326
D,v53e_0217,1,1,v53e_0217_span_001,pypa/pip,pyproject.toml,83
D,v53e_0218,1,1,v53e_0218_span_001,pypa/pip,pyproject.toml,326
D,v53e_0219,1,1,v53e_0219_span_001,pypa/pip,pyproject.toml,83
D,v53e_0220,1,1,v53e_0220_span_001,pypa/pip,pyproject.toml,326
D,v53e_0221,1,1,v53e_0221_span_001,pypa/pip,pyproject.toml,83
D,v53e_0222,1,1,v53e_0222_span_001,pypa/pip,pyproject.toml,326
D,v53e_0223,1,1,v53e_0223_span_001,pypa/pip,pyproject.toml,83
D,v53e_0224,1,1,v53e_0224_span_001,pypa/pip,pyproject.toml,326
D,v53e_0225,1,1,v53e_0225_span_001,pypa/pip,pyproject.toml,83
D,v53e_0226,1,1,v53e_0226_span_001,pypa/pip,pyproject.toml,326
D,v53e_0227,1,1,v53e_0227_span_001,pypa/pip,pyproject.toml,83
D,v53e_0228,1,1,v53e_0228_span_001,pypa/pip,pyproject.toml,326
D,v53e_0229,1,1,v53e_0229_span_001,pypa/pip,pyproject.toml,83
D,v53e_0230,1,1,v53e_0230_span_001,pypa/pip,pyproject.toml,326
D,v53e_0231,1,1,v53e_0231_span_001,pypa/pip,pyproject.toml,83
D,v53e_0232,1,1,v53e_0232_span_001,pypa/pip,pyproject.toml,326
D,v53e_0233,1,1,v53e_0233_span_001,pypa/pip,pyproject.toml,83
D,v53e_0234,1,1,v53e_0234_span_001,pypa/pip,pyproject.toml,326
D,v53e_0235,1,1,v53e_0235_span_001,pypa/pip,pyproject.toml,83
D,v53e_0236,1,1,v53e_0236_span_001,pypa/pip,pyproject.toml,326
D,v53e_0237,1,1,v53e_0237_span_001,pypa/pip,pyproject.toml,83
D,v53e_0238,1,1,v53e_0238_span_001,pypa/pip,pyproject.toml,326
D,v53e_0239,1,1,v53e_0239_span_001,pypa/pip,pyproject.toml,83
D,v53e_0240,1,1,v53e_0240_span_001,pypa/pip,pyproject.toml,326
D,v53e_0241,1,1,v53e_0241_span_001,pypa/pip,pyproject.toml,83
D,v53e_0242,1,1,v53e_0242_span_001,pypa/pip,pyproject.toml,326
D,v53e_0243,1,1,v53e_0243_span_001,pypa/pip,pyproject.toml,83
D,v53e_0244,1,1,v53e_0244_span_001,pypa/pip,pyproject.toml,326
D,v53e_0245,1,1,v53e_0245_span_001,pypa/pip,pyproject.toml,83
D,v53e_0246,1,1,v53e_0246_span_001,pypa/pip,pyproject.toml,326
D,v53e_0247,1,1,v53e_0247_span_001,pypa/pip,pyproject.toml,83
D,v53e_0248,1,1,v53e_0248_span_001,pypa/pip,pyproject.toml,326
D,v53e_0249,1,1,v53e_0249_span_001,pypa/pip,pyproject.toml,83
D,v53e_0250,1,1,v53e_0250_span_001,pypa/pip,pyproject.toml,326
D,v53e_0251,1,1,v53e_0251_span_001,pypa/pip,pyproject.toml,83
D,v53e_0252,1,1,v53e_0252_span_001,pypa/pip,pyproject.toml,326
D,v53e_0253,1,1,v53e_0253_span_001,pypa/pip,pyproject.toml,83
D,v53e_0254,1,1,v53e_0254_span_001,pypa/pip,pyproject.toml,326
D,v53e_0255,1,1,v53e_0255_span_001,pypa/pip,pyproject.toml,83
D,v53e_0256,1,1,v53e_0256_span_001,pypa/pip,pyproject.toml,326
D,v53e_0257,1,1,v53e_0257_span_001,pypa/pip,pyproject.toml,83
D,v53e_0258,1,1,v53e_0258_span_001,pypa/pip,pyproject.toml,326
D,v53e_0259,1,1,v53e_0259_span_001,pypa/pip,pyproject.toml,83
D,v53e_0260,1,1,v53e_0260_span_001,pypa/pip,pyproject.toml,326
D,v53e_0261,1,1,v53e_0261_span_001,pypa/pip,pyproject.toml,83
D,v53e_0262,1,1,v53e_0262_span_001,pypa/pip,pyproject.toml,326
D,v53e_0263,1,1,v53e_0263_span_001,pypa/pip,pyproject.toml,83
D,v53e_0264,1,1,v53e_0264_span_001,pypa/pip,pyproject.toml,326
D,v53e_0265,1,1,v53e_0265_span_001,pypa/pip,pyproject.toml,83
D,v53e_0266,1,1,v53e_0266_span_001,pypa/pip,pyproject.toml,326
D,v53e_0267,1,1,v53e_0267_span_001,pypa/pip,pyproject.toml,83
D,v53e_0268,1,1,v53e_0268_span_001,pypa/pip,pyproject.toml,326
D,v53e_0269,1,1,v53e_0269_span_001,pypa/pip,pyproject.toml,83
D,v53e_0270,1,1,v53e_0270_span_001,pypa/pip,pyproject.toml,326
D,v53e_0271,1,1,v53e_0271_span_001,pypa/pip,pyproject.toml,83
D,v53e_0272,1,1,v53e_0272_span_001,pypa/pip,pyproject.toml,326
D,v53e_0273,1,1,v53e_0273_span_001,pypa/pip,pyproject.toml,83
D,v53e_0274,1,1,v53e_0274_span_001,pypa/pip,pyproject.toml,326
D,v53e_0275,1,1,v53e_0275_span_001,pypa/pip,pyproject.toml,83
D,v53e_0276,1,1,v53e_0276_span_001,pypa/pip,pyproject.toml,326
D,v53e_0277,1,1,v53e_0277_span_001,pypa/pip,pyproject.toml,83
D,v53e_0278,1,1,v53e_0278_span_001,pypa/pip,pyproject.toml,326
D,v53e_0279,1,1,v53e_0279_span_001,pypa/pip,pyproject.toml,83
D,v53e_0280,1,1,v53e_0280_span_001,pypa/pip,pyproject.toml,326
D,v53e_0281,1,1,v53e_0281_span_001,django/django,pyproject.toml,29
D,v53e_0282,1,1,v53e_0282_span_001,django/django,pyproject.toml,65
D,v53e_0283,1,1,v53e_0283_span_001,django/django,tox.ini,32
D,v53e_0284,1,1,v53e_0284_span_001,django/django,tox.ini,56
D,v53e_0285,1,1,v53e_0285_span_001,django/django,tox.ini,76
D,v53e_0286,1,1,v53e_0286_span_001,fastapi/fastapi,pyproject.toml,37
D,v53e_0287,1,1,v53e_0287_span_001,fastapi/fastapi,pyproject.toml,110
D,v53e_0288,1,1,v53e_0288_span_001,pallets/click,examples/aliases/pyproject.toml,2
D,v53e_0289,1,1,v53e_0289_span_001,pallets/click,examples/aliases/pyproject.toml,14
D,v53e_0290,1,1,v53e_0290_span_001,pallets/click,examples/colors/pyproject.toml,4
D,v53e_0291,1,1,v53e_0291_span_001,pallets/flask,examples/celery/pyproject.toml,2
D,v53e_0292,1,1,v53e_0292_span_001,pallets/flask,examples/celery/pyproject.toml,10
D,v53e_0293,1,1,v53e_0293_span_001,pallets/flask,examples/javascript/pyproject.toml,5
D,v53e_0294,1,1,v53e_0294_span_001,pallets/flask,examples/javascript/pyproject.toml,22
D,v53e_0295,1,1,v53e_0295_span_001,psf/requests,pyproject.toml,29
D,v53e_0296,1,1,v53e_0296_span_001,psf/requests,pyproject.toml,40
D,v53e_0297,1,1,v53e_0297_span_001,psf/requests,pyproject.toml,56
D,v53e_0298,1,1,v53e_0298_span_001,psf/requests,pyproject.toml,88
D,v53e_0299,1,1,v53e_0299_span_001,pypa/pip,pyproject.toml,29
D,v53e_0300,1,1,v53e_0300_span_001,pypa/pip,pyproject.toml,137
D,v53e_0301,1,1,v53e_0301_span_001,pypa/pip,pyproject.toml,362
D,v53e_0302,1,1,v53e_0302_span_001,pypa/sampleproject,pyproject.toml,43
D,v53e_0303,1,1,v53e_0303_span_001,pypa/sampleproject,pyproject.toml,61
D,v53e_0304,1,1,v53e_0304_span_001,pypa/sampleproject,pyproject.toml,84
D,v53e_0305,1,1,v53e_0305_span_001,pypa/sampleproject,pyproject.toml,105
D,v53e_0306,1,1,v53e_0306_span_001,pypa/sampleproject,pyproject.toml,122
D,v53e_0307,1,1,v53e_0307_span_001,pytest-dev/pytest,pyproject.toml,97
D,v53e_0308,1,1,v53e_0308_span_001,pytest-dev/pytest,pyproject.toml,176
D,v53e_0309,1,1,v53e_0309_span_001,pytest-dev/pytest,pyproject.toml,256
D,v53e_0310,1,1,v53e_0310_span_001,pytest-dev/pytest,pyproject.toml,328
D,v53e_0311,1,1,v53e_0311_span_001,pytest-dev/pytest,tox.ini,113
D,v53e_0312,1,1,v53e_0312_span_001,tiangolo/typer,pyproject.toml,22
D,v53e_0313,1,1,v53e_0313_span_001,tiangolo/typer,pyproject.toml,65
D,v53e_0314,1,1,v53e_0314_span_001,tiangolo/typer,pyproject.toml,133
D,v53e_0315,1,1,v53e_0315_span_001,django/django,pyproject.toml,29
D,v53e_0316,1,1,v53e_0316_span_001,django/django,pyproject.toml,65
D,v53e_0317,1,1,v53e_0317_span_001,django/django,tox.ini,32
D,v53e_0318,1,1,v53e_0318_span_001,django/django,tox.ini,56
D,v53e_0319,1,1,v53e_0319_span_001,django/django,tox.ini,76
D,v53e_0320,1,1,v53e_0320_span_001,fastapi/fastapi,pyproject.toml,37
D,v53e_0321,1,1,v53e_0321_span_001,fastapi/fastapi,pyproject.toml,110
D,v53e_0322,1,1,v53e_0322_span_001,pallets/click,examples/aliases/pyproject.toml,2
D,v53e_0323,1,1,v53e_0323_span_001,pallets/click,examples/aliases/pyproject.toml,14
D,v53e_0324,1,1,v53e_0324_span_001,pallets/click,examples/colors/pyproject.toml,4
D,v53e_0325,1,1,v53e_0325_span_001,pallets/flask,examples/celery/pyproject.toml,2
D,v53e_0326,1,1,v53e_0326_span_001,pallets/flask,examples/celery/pyproject.toml,10
D,v53e_0327,1,1,v53e_0327_span_001,pallets/flask,examples/javascript/pyproject.toml,5
D,v53e_0328,1,1,v53e_0328_span_001,pallets/flask,examples/javascript/pyproject.toml,22
D,v53e_0329,1,1,v53e_0329_span_001,psf/requests,pyproject.toml,29
D,v53e_0330,1,1,v53e_0330_span_001,psf/requests,pyproject.toml,40
D,v53e_0331,1,1,v53e_0331_span_001,psf/requests,pyproject.toml,56
D,v53e_0332,1,1,v53e_0332_span_001,psf/requests,pyproject.toml,88
D,v53e_0333,1,1,v53e_0333_span_001,pypa/pip,pyproject.toml,29
D,v53e_0334,1,1,v53e_0334_span_001,pypa/pip,pyproject.toml,137
D,v53e_0335,1,1,v53e_0335_span_001,pypa/pip,pyproject.toml,362
D,v53e_0336,1,1,v53e_0336_span_001,pypa/sampleproject,pyproject.toml,43
D,v53e_0337,1,1,v53e_0337_span_001,pypa/sampleproject,pyproject.toml,61
