system_id,query_id,negative_or_abstain,abstained,abstain_correct
E,v53e_0150,0,0,1
E,v53e_0151,0,0,1
E,v53e_0152,0,0,1
E,v53e_0153,0,0,1
E,v53e_0154,0,0,1
E,v53e_0155,0,0,1
E,v53e_0156,0,0,1
E,v53e_0157,0,0,1
E,v53e_0158,0,0,1
E,v53e_0159,0,0,1
E,v53e_0160,0,0,1
E,v53e_0161,0,0,1
E,v53e_0162,0,0,1
E,v53e_0163,0,0,1
E,v53e_0164,0,0,1
E,v53e_0165,0,0,1
E,v53e_0166,0,0,1
E,v53e_0167,0,0,1
E,v53e_0168,0,0,1
E,v53e_0169,0,0,1
E,v53e_0170,0,0,1
E,v53e_0171,0,0,1
E,v53e_0172,0,0,1
E,v53e_0173,0,0,1
E,v53e_0174,0,0,1
E,v53e_0175,0,0,1
E,v53e_0176,0,0,1
E,v53e_0177,0,0,1
E,v53e_0178,0,0,1
E,v53e_0179,0,0,1
E,v53e_0180,0,0,1
E,v53e_0181,0,0,1
E,v53e_0182,0,0,1
E,v53e_0183,0,0,1
E,v53e_0184,0,0,1
E,v53e_0185,0,0,1
E,v53e_0186,0,0,1
E,v53e_0187,0,0,1
E,v53e_0188,0,0,1
E,v53e_0189,0,0,1
E,v53e_0190,0,0,1
E,v53e_0191,0,0,1
E,v53e_0192,0,0,1
E,v53e_0193,0,0,1
E,v53e_0194,0,0,1
E,v53e_0195,0,0,1
E,v53e_0196,0,0,1
E,v53e_0197,0,0,1
E,v53e_0198,0,0,1
E,v53e_0199,0,0,1
E,v53e_0200,0,0,1
E,v53e_0201,0,0,1
E,v53e_0202,0,0,1
E,v53e_0203,0,0,1
E,v53e_0204,0,0,1
E,v53e_0205,0,0,1
E,v53e_0206,0,0,1
E,v53e_0207,0,0,1
E,v53e_0208,0,0,1
E,v53e_0209,0,0,1
E,v53e_0210,0,0,1
E,v53e_0211,0,0,1
E,v53e_0212,0,0,1
E,v53e_0213,0,0,1
E,v53e_0214,0,0,1
E,v53e_0215,0,0,1
E,v53e_0216,0,0,1
E,v53e_0217,0,0,1
E,v53e_0218,0,0,1
E,v53e_0219,0,0,1
E,v53e_0220,0,0,1
E,v53e_0221,0,0,1
E,v53e_0222,0,0,1
E,v53e_0223,0,0,1
E,v53e_0224,0,0,1
E,v53e_0225,0,0,1
E,v53e_0226,0,0,1
E,v53e_0227,0,0,1
E,v53e_0228,0,0,1
E,v53e_0229,0,0,1
E,v53e_0230,0,0,1
E,v53e_0231,0,0,1
E,v53e_0232,0,0,1
E,v53e_0233,0,0,1
E,v53e_0234,0,0,1
E,v53e_0235,0,0,1
E,v53e_0236,0,0,1
E,v53e_0237,0,0,1
E,v53e_0238,0,0,1
E,v53e_0239,0,0,1
E,v53e_0240,0,0,1
E,v53e_0241,0,0,1
E,v53e_0242,0,0,1
E,v53e_0243,0,0,1
E,v53e_0244,0,0,1
E,v53e_0245,0,0,1
E,v53e_0246,0,0,1
E,v53e_0247,0,0,1
E,v53e_0248,0,0,1
E,v53e_0249,0,0,1
E,v53e_0250,0,0,1
E,v53e_0251,0,0,1
E,v53e_0252,0,0,1
E,v53e_0253,0,0,1
E,v53e_0254,0,0,1
E,v53e_0255,0,0,1
E,v53e_0256,0,0,1
E,v53e_0257,0,0,1
E,v53e_0258,0,0,1
E,v53e_0259,0,0,1
E,v53e_0260,0,0,1
E,v53e_0261,0,0,1
E,v53e_0262,0,0,1
E,v53e_0263,0,0,1
E,v53e_0264,0,0,1
E,v53e_0265,0,0,1
E,v53e_0266,0,0,1
E,v53e_0267,0,0,1
E,v53e_0268,0,0,1
E,v53e_0269,0,0,1
E,v53e_0270,0,0,1
E,v53e_0271,0,0,1
E,v53e_0272,0,0,1
E,v53e_0273,0,0,1
E,v53e_0274,0,0,1
E,v53e_0275,0,0,1
E,v53e_0276,0,0,1
E,v53e_0277,0,0,1
E,v53e_0278,0,0,1
E,v53e_0279,0,0,1
E,v53e_0280,0,0,1
E,v53e_0281,0,0,1
E,v53e_0282,0,0,1
E,v53e_0283,0,0,1
E,v53e_0284,0,0,1
E,v53e_0285,0,0,1
E,v53e_0286,0,0,1
E,v53e_0287,0,0,1
E,v53e_0288,0,0,1
E,v53e_0289,0,0,1
E,v53e_0290,0,0,1
E,v53e_0291,0,0,1
E,v53e_0292,0,0,1
E,v53e_0293,0,0,1
E,v53e_0294,0,0,1
E,v53e_0295,0,0,1
E,v53e_0296,0,0,1
E,v53e_0297,0,0,1
E,v53e_0298,0,0,1
E,v53e_0299,0,0,1
E,v53e_0300,0,0,1
E,v53e_0301,0,0,1
E,v53e_0302,0,0,1
E,v53e_0303,0,0,1
E,v53e_0304,0,0,1
E,v53e_0305,0,0,1
E,v53e_0306,0,0,1
E,v53e_0307,0,0,1
E,v53e_0308,0,0,1
E,v53e_0309,0,0,1
E,v53e_0310,0,0,1
E,v53e_0311,0,0,1
E,v53e_0312,0,0,1
E,v53e_0313,0,0,1
E,v53e_0314,0,0,1
E,v53e_0315,0,0,1
E,v53e_0316,0,0,1
E,v53e_0317,0,0,1
E,v53e_0318,0,0,1
E,v53e_0319,0,0,1
E,v53e_0320,0,0,1
E,v53e_0321,0,0,1
E,v53e_0322,0,0,1
E,v53e_0323,0,0,1
E,v53e_0324,0,0,1
E,v53e_0325,0,0,1
E,v53e_0326,0,0,1
E,v53e_0327,0,0,1
E,v53e_0328,0,0,1
E,v53e_0329,0,0,1
E,v53e_0330,0,0,1
E,v53e_0331,0,0,1
E,v53e_0332,0,0,1
E,v53e_0333,0,0,1
E,v53e_0334,0,0,1
E,v53e_0335,0,0,1
E,v53e_0336,0,0,1
E,v53e_0337,0,0,1
E,v53e_0338,0,0,1
E,v53e_0339,0,0,1
E,v53e_0340,0,0,1
E,v53e_0341,0,0,1
E,v53e_0342,0,0,1
E,v53e_0343,0,0,1
E,v53e_0344,0,0,1
E,v53e_0345,0,0,1
E,v53e_0346,0,0,1
E,v53e_0347,0,0,1
E,v53e_0348,0,0,1
E,v53e_0349,0,0,1
E,v53e_0350,0,0,1
E,v53e_0351,0,0,1
E,v53e_0352,0,0,1
E,v53e_0353,0,0,1
E,v53e_0354,0,0,1
E,v53e_0355,0,0,1
E,v53e_0356,0,0,1
E,v53e_0357,0,0,1
E,v53e_0358,0,0,1
E,v53e_0359,0,0,1
E,v53e_0360,0,0,1
E,v53e_0361,0,0,1
E,v53e_0362,0,0,1
E,v53e_0363,0,0,1
E,v53e_0364,0,0,1
E,v53e_0365,0,0,1
E,v53e_0366,0,0,1
E,v53e_0367,0,0,1
E,v53e_0368,0,0,1
E,v53e_0369,0,0,1
E,v53e_0370,0,0,1
E,v53e_0371,0,0,1
E,v53e_0372,0,0,1
E,v53e_0373,0,0,1
E,v53e_0374,0,0,1
E,v53e_0375,0,0,1
E,v53e_0376,0,0,1
E,v53e_0377,0,0,1
E,v53e_0378,0,0,1
E,v53e_0379,0,0,1
E,v53e_0380,0,0,1
E,v53e_0381,0,0,1
E,v53e_0382,0,0,1
E,v53e_0383,0,0,1
E,v53e_0384,0,0,1
E,v53e_0385,0,0,1
E,v53e_0386,0,0,1
E,v53e_0387,0,0,1
E,v53e_0388,0,0,1
E,v53e_0389,0,0,1
E,v53e_0390,0,0,1
E,v53e_0391,0,0,1
E,v53e_0392,0,0,1
E,v53e_0393,0,0,1
E,v53e_0394,0,0,1
E,v53e_0395,0,0,1
E,v53e_0396,0,0,1
E,v53e_0397,0,0,1
E,v53e_0398,0,0,1
E,v53e_0399,0,0,1
E,v53e_0400,0,0,1
E,v53e_0401,0,0,1
E,v53e_0402,0,0,1
E,v53e_0403,0,0,1
E,v53e_0404,0,0,1
E,v53e_0405,0,0,1
E,v53e_0406,0,0,1
E,v53e_0407,0,0,1
E,v53e_0408,0,0,1
E,v53e_0409,0,0,1
E,v53e_0410,0,0,1
E,v53e_0411,0,0,1
E,v53e_0412,0,0,1
E,v53e_0413,0,0,1
E,v53e_0414,0,0,1
E,v53e_0415,0,0,1
E,v53e_0416,0,0,1
E,v53e_0417,0,0,1
E,v53e_0418,0,0,1
E,v53e_0419,0,0,1
E,v53e_0420,0,0,1
E,v53e_0421,0,0,1
E,v53e_0422,0,0,1
E,v53e_0423,0,0,1
E,v53e_0424,0,0,1
E,v53e_0425,0,0,1
E,v53e_0426,0,0,1
E,v53e_0427,0,0,1
E,v53e_0428,0,0,1
E,v53e_0429,0,0,1
E,v53e_0430,0,0,1
E,v53e_0431,0,0,1
E,v53e_0432,0,0,1
E,v53e_0433,0,0,1
E,v53e_0434,0,0,1
E,v53e_0435,0,0,1
E,v53e_0436,0,0,1
E,v53e_0437,0,0,1
E,v53e_0438,0,0,1
E,v53e_0439,0,0,1
E,v53e_0440,0,0,1
E,v53e_0441,0,0,1
E,v53e_0442,0,0,1
E,v53e_0443,0,0,1
E,v53e_0444,0,0,1
E,v53e_0445,0,0,1
E,v53e_0446,0,0,1
E,v53e_0447,0,0,1
E,v53e_0448,0,0,1
E,v53e_0449,0,0,1
E,v53e_0450,0,0,1
E,v53e_0451,0,0,1
E,v53e_0452,0,0,1
E,v53e_0453,0,0,1
E,v53e_0454,0,0,1
E,v53e_0455,0,0,1
E,v53e_0456,0,0,1
E,v53e_0457,0,0,1
E,v53e_0458,0,0,1
E,v53e_0459,0,0,1
E,v53e_0460,0,0,1
E,v53e_0461,0,0,1
E,v53e_0462,0,0,1
E,v53e_0463,0,0,1
E,v53e_0464,0,0,1
E,v53e_0465,0,0,1
E,v53e_0466,0,0,1
E,v53e_0467,0,0,1
E,v53e_0468,0,0,1
E,v53e_0469,0,0,1
E,v53e_0470,0,0,1
E,v53e_0471,0,0,1
E,v53e_0472,0,0,1
E,v53e_0473,0,0,1
E,v53e_0474,0,0,1
E,v53e_0475,0,0,1
E,v53e_0476,0,0,1
E,v53e_0477,0,0,1
E,v53e_0478,0,0,1
E,v53e_0479,0,0,1
E,v53e_0480,0,0,1
E,v53e_0481,0,0,1
E,v53e_0482,0,0,1
E,v53e_0483,0,0,1
E,v53e_0484,0,0,1
E,v53e_0485,0,0,1
E,v53e_0486,0,0,1
E,v53e_0487,0,0,1
E,v53e_0488,0,0,1
E,v53e_0489,0,0,1
E,v53e_0490,0,0,1
E,v53e_0491,0,0,1
E,v53e_0492,0,0,1
E,v53e_0493,0,0,1
E,v53e_0494,0,0,1
E,v53e_0495,0,0,1
E,v53e_0496,0,0,1
E,v53e_0497,0,0,1
E,v53e_0498,0,0,1
E,v53e_0499,0,0,1
E,v53e_0500,0,0,1
E,v53e_0501,0,0,1
E,v53e_0502,0,0,1
E,v53e_0503,0,0,1
E,v53e_0504,0,0,1
E,v53e_0505,0,0,1
E,v53e_0506,0,0,1
E,v53e_0507,0,0,1
E,v53e_0508,0,0,1
E,v53e_0509,0,0,1
E,v53e_0510,0,0,1
E,v53e_0511,0,0,1
E,v53e_0512,0,0,1
E,v53e_0513,0,0,1
E,v53e_0514,0,0,1
E,v53e_0515,0,0,1
E,v53e_0516,0,0,1
E,v53e_0517,0,0,1
E,v53e_0518,0,0,1
E,v53e_0519,0,0,1
E,v53e_0520,0,0,1
E,v53e_0521,0,0,1
E,v53e_0522,0,0,1
E,v53e_0523,0,0,1
E,v53e_0524,0,0,1
E,v53e_0525,0,0,1
E,v53e_0526,0,0,1
E,v53e_0527,0,0,1
E,v53e_0528,0,0,1
E,v53e_0529,0,0,1
E,v53e_0530,0,0,1
E,v53e_0531,0,0,1
E,v53e_0532,0,0,1
E,v53e_0533,0,0,1
E,v53e_0534,0,0,1
E,v53e_0535,0,0,1
E,v53e_0536,0,0,1
E,v53e_0537,0,0,1
E,v53e_0538,0,0,1
E,v53e_0539,0,0,1
E,v53e_0540,0,0,1
E,v53e_0541,0,0,1
E,v53e_0542,0,0,1
E,v53e_0543,0,0,1
E,v53e_0544,0,0,1
E,v53e_0545,0,0,1
E,v53e_0546,0,0,1
E,v53e_0547,0,0,1
E,v53e_0548,0,0,1
E,v53e_0549,0,0,1
E,v53e_0550,0,0,1
E,v53e_0551,0,0,1
E,v53e_0552,0,0,1
E,v53e_0553,0,0,1
E,v53e_0554,0,0,1
E,v53e_0555,0,0,1
E,v53e_0556,0,0,1
E,v53e_0557,0,0,1
E,v53e_0558,0,0,1
E,v53e_0559,0,0,1
E,v53e_0560,0,0,1
E,v53e_0561,0,0,1
E,v53e_0562,0,0,1
E,v53e_0563,0,0,1
E,v53e_0564,0,0,1
E,v53e_0565,0,0,1
E,v53e_0566,0,0,1
E,v53e_0567,0,0,1
E,v53e_0568,0,0,1
E,v53e_0569,0,0,1
E,v53e_0570,0,0,1
E,v53e_0571,0,0,1
E,v53e_0572,0,0,1
E,v53e_0573,0,0,1
E,v53e_0574,0,0,1
E,v53e_0575,0,0,1
E,v53e_0576,0,0,1
E,v53e_0577,0,0,1
E,v53e_0578,0,0,1
E,v53e_0579,0,0,1
E,v53e_0580,0,0,1
E,v53e_0581,0,0,1
E,v53e_0582,0,0,1
E,v53e_0583,0,0,1
E,v53e_0584,0,0,1
E,v53e_0585,0,0,1
E,v53e_0586,0,0,1
E,v53e_0587,0,0,1
E,v53e_0588,0,0,1
E,v53e_0589,0,0,1
E,v53e_0590,0,0,1
E,v53e_0591,0,0,1
E,v53e_0592,0,0,1
E,v53e_0593,0,0,1
E,v53e_0594,0,0,1
E,v53e_0595,0,0,1
E,v53e_0596,0,0,1
E,v53e_0597,0,0,1
E,v53e_0598,0,0,1
E,v53e_0599,0,0,1
E,v53e_0600,0,0,1
E,v53e_0601,0,0,1
E,v53e_0602,0,0,1
E,v53e_0603,0,0,1
E,v53e_0604,0,0,1
E,v53e_0605,0,0,1
E,v53e_0606,0,0,1
E,v53e_0607,0,0,1
E,v53e_0608,0,0,1
E,v53e_0609,0,0,1
E,v53e_0610,0,0,1
E,v53e_0611,0,0,1
E,v53e_0612,0,0,1
E,v53e_0613,0,0,1
E,v53e_0614,0,0,1
E,v53e_0615,0,0,1
E,v53e_0616,0,0,1
E,v53e_0617,0,0,1
E,v53e_0618,0,0,1
E,v53e_0619,0,0,1
E,v53e_0620,0,0,1
E,v53e_0621,0,0,1
E,v53e_0622,0,0,1
E,v53e_0623,0,0,1
E,v53e_0624,0,0,1
E,v53e_0625,0,0,1
E,v53e_0626,0,0,1
E,v53e_0627,0,0,1
E,v53e_0628,0,0,1
E,v53e_0629,0,0,1
E,v53e_0630,0,0,1
E,v53e_0631,0,0,1
E,v53e_0632,0,0,1
E,v53e_0633,0,0,1
E,v53e_0634,0,0,1
E,v53e_0635,0,0,1
E,v53e_0636,0,0,1
E,v53e_0637,0,0,1
E,v53e_0638,0,0,1
E,v53e_0639,0,0,1
E,v53e_0640,0,0,1
E,v53e_0641,0,0,1
E,v53e_0642,0,0,1
E,v53e_0643,0,0,1
E,v53e_0644,0,0,1
E,v53e_0645,0,0,1
E,v53e_0646,0,0,1
E,v53e_0647,0,0,1
E,v53e_0648,0,0,1
E,v53e_0649,0,0,1
E,v53e_0650,0,0,1
E,v53e_0651,0,0,1
E,v53e_0652,0,0,1
E,v53e_0653,0,0,1
E,v53e_0654,0,0,1
E,v53e_0655,0,0,1
E,v53e_0656,0,0,1
E,v53e_0657,0,0,1
E,v53e_0658,0,0,1
E,v53e_0659,0,0,1
E,v53e_0660,0,0,1
E,v53e_0661,0,0,1
E,v53e_0662,0,0,1
E,v53e_0663,0,0,1
E,v53e_0664,0,0,1
E,v53e_0665,0,0,1
E,v53e_0666,0,0,1
E,v53e_0667,0,0,1
E,v53e_0668,0,0,1
E,v53e_0669,0,0,1
E,v53e_0670,0,0,1
E,v53e_0671,0,0,1
E,v53e_0672,0,0,1
E,v53e_0673,0,0,1
E,v53e_0674,0,0,1
E,v53e_0675,0,0,1
E,v53e_0676,0,0,1
E,v53e_0677,0,0,1
E,v53e_0678,0,0,1
E,v53e_0679,0,0,1
E,v53e_0680,0,0,1
E,v53e_0681,0,0,1
E,v53e_0682,0,0,1
E,v53e_0683,0,0,1
E,v53e_0684,0,0,1
E,v53e_0685,0,0,1
E,v53e_0686,0,0,1
E,v53e_0687,0,0,1
E,v53e_0688,0,0,1
E,v53e_0689,0,0,1
E,v53e_0690,0,0,1
E,v53e_0691,0,0,1
E,v53e_0692,0,0,1
E,v53e_0693,0,0,1
E,v53e_0694,0,0,1
E,v53e_0695,0,0,1
E,v53e_0696,0,0,1
E,v53e_0697,0,0,1
E,v53e_0698,0,0,1
E,v53e_0699,0,0,1
E,v53e_0700,0,0,1
E,v53e_0701,0,0,1
E,v53e_0702,0,0,1
E,v53e_0703,0,0,1
E,v53e_0704,0,0,1
E,v53e_0705,0,0,1
E,v53e_0706,0,0,1
E,v53e_0707,0,0,1
E,v53e_0708,0,0,1
E,v53e_0709,0,0,1
E,v53e_0710,0,0,1
E,v53e_0711,0,0,1
E,v53e_0712,0,0,1
E,v53e_0713,0,0,1
E,v53e_0714,0,0,1
E,v53e_0715,0,0,1
E,v53e_0716,0,0,1
E,v53e_0717,0,0,1
E,v53e_0718,0,0,1
E,v53e_0719,0,0,1
E,v53e_0720,0,0,1
E,v53e_0721,0,0,1
E,v53e_0722,0,0,1
E,v53e_0723,0,0,1
E,v53e_0724,0,0,1
E,v53e_0725,0,0,1
E,v53e_0726,0,0,1
E,v53e_0727,0,0,1
E,v53e_0728,0,0,1
E,v53e_0729,0,0,1
E,v53e_0730,0,0,1
E,v53e_0731,0,0,1
E,v53e_0732,0,0,1
E,v53e_0733,0,0,1
E,v53e_0734,0,0,1
E,v53e_0735,0,0,1
E,v53e_0736,0,0,1
E,v53e_0737,0,0,1
E,v53e_0738,0,0,1
E,v53e_0739,0,0,1
E,v53e_0740,0,0,1
E,v53e_0741,0,0,1
E,v53e_0742,0,0,1
E,v53e_0743,0,0,1
E,v53e_0744,0,0,1
E,v53e_0745,0,0,1
E,v53e_0746,0,0,1
E,v53e_0747,0,0,1
E,v53e_0748,0,0,1
E,v53e_0749,0,0,1
E,v53e_0750,0,0,1
E,v53e_0751,0,0,1
E,v53e_0752,0,0,1
E,v53e_0753,0,0,1
E,v53e_0754,0,0,1
E,v53e_0755,0,0,1
E,v53e_0756,0,0,1
E,v53e_0757,0,0,1
E,v53e_0758,0,0,1
E,v53e_0759,0,0,1
E,v53e_0760,0,0,1
E,v53e_0761,0,0,1
E,v53e_0762,0,0,1
E,v53e_0763,0,0,1
E,v53e_0764,0,0,1
E,v53e_0765,0,0,1
E,v53e_0766,0,0,1
E,v53e_0767,0,0,1
E,v53e_0768,0,0,1
E,v53e_0769,0,0,1
E,v53e_0770,0,0,1
E,v53e_0771,0,0,1
E,v53e_0772,0,0,1
E,v53e_0773,0,0,1
E,v53e_0774,0,0,1
E,v53e_0775,0,0,1
E,v53e_0776,0,0,1
E,v53e_0777,0,0,1
E,v53e_0778,0,0,1
E,v53e_0779,0,0,1
E,v53e_0780,0,0,1
E,v53e_0781,0,0,1
E,v53e_0782,0,0,1
E,v53e_0783,0,0,1
E,v53e_0784,0,0,1
E,v53e_0785,0,0,1
E,v53e_0786,0,0,1
E,v53e_0787,0,0,1
E,v53e_0788,0,0,1
E,v53e_0789,0,0,1
E,v53e_0790,0,0,1
E,v53e_0791,0,0,1
E,v53e_0792,0,0,1
E,v53e_0793,0,0,1
E,v53e_0794,0,0,1
E,v53e_0795,0,0,1
E,v53e_0796,0,0,1
E,v53e_0797,0,0,1
E,v53e_0798,0,0,1
E,v53e_0799,0,0,1
E,v53e_0800,0,0,1
E,v53e_0801,0,0,1
E,v53e_0802,0,0,1
E,v53e_0803,0,0,1
E,v53e_0804,0,0,1
E,v53e_0805,0,0,1
E,v53e_0806,0,0,1
E,v53e_0807,0,0,1
E,v53e_0808,0,0,1
E,v53e_0809,0,0,1
E,v53e_0810,0,0,1
E,v53e_0811,0,0,1
E,v53e_0812,0,0,1
E,v53e_0813,0,0,1
E,v53e_0814,0,0,1
E,v53e_0815,0,0,1
E,v53e_0816,0,0,1
E,v53e_0817,0,0,1
E,v53e_0818,0,0,1
E,v53e_0819,0,0,1
E,v53e_0820,0,0,1
E,v53e_0821,0,0,1
E,v53e_0822,0,0,1
E,v53e_0823,0,0,1
E,v53e_0824,0,0,1
E,v53e_0825,0,0,1
E,v53e_0826,0,0,1
E,v53e_0827,0,0,1
E,v53e_0828,0,0,1
E,v53e_0829,0,0,1
E,v53e_0830,0,0,1
E,v53e_0831,0,0,1
E,v53e_0832,0,0,1
E,v53e_0833,0,0,1
E,v53e_0834,0,0,1
E,v53e_0835,0,0,1
E,v53e_0836,0,0,1
E,v53e_0837,0,0,1
E,v53e_0838,0,0,1
E,v53e_0839,0,0,1
E,v53e_0840,0,0,1
E,v53e_0841,1,1,1
E,v53e_0842,1,1,1
E,v53e_0843,1,1,1
E,v53e_0844,1,1,1
E,v53e_0845,1,1,1
E,v53e_0846,1,1,1
E,v53e_0847,1,1,1
E,v53e_0848,1,1,1
E,v53e_0849,1,1,1
E,v53e_0850,1,1,1
E,v53e_0851,1,1,1
E,v53e_0852,1,1,1
E,v53e_0853,1,1,1
E,v53e_0854,1,1,1
E,v53e_0855,1,1,1
E,v53e_0856,1,1,1
E,v53e_0857,1,1,1
E,v53e_0858,1,1,1
E,v53e_0859,1,1,1
E,v53e_0860,1,1,1
E,v53e_0861,1,1,1
E,v53e_0862,1,1,1
E,v53e_0863,1,1,1
E,v53e_0864,1,1,1
E,v53e_0865,1,1,1
E,v53e_0866,1,1,1
E,v53e_0867,1,1,1
E,v53e_0868,1,1,1
E,v53e_0869,1,1,1
E,v53e_0870,1,1,1
E,v53e_0871,1,1,1
E,v53e_0872,1,1,1
E,v53e_0873,1,1,1
E,v53e_0874,1,1,1
E,v53e_0875,1,1,1
E,v53e_0876,1,1,1
E,v53e_0877,1,1,1
E,v53e_0878,1,1,1
E,v53e_0879,1,1,1
E,v53e_0880,1,1,1
E,v53e_0881,1,1,1
E,v53e_0882,1,1,1
E,v53e_0883,1,1,1
E,v53e_0884,1,1,1
E,v53e_0885,1,1,1
E,v53e_0886,1,1,1
E,v53e_0887,1,1,1
E,v53e_0888,1,1,1
E,v53e_0889,1,1,1
E,v53e_0890,1,1,1
E,v53e_0891,1,1,1
E,v53e_0892,1,1,1
E,v53e_0893,1,1,1
E,v53e_0894,1,1,1
E,v53e_0895,1,1,1
E,v53e_0896,1,1,1
E,v53e_0897,1,1,1
E,v53e_0898,1,1,1
E,v53e_0899,1,1,1
E,v53e_0900,1,1,1
E,v53e_0901,1,1,1
E,v53e_0902,1,1,1
E,v53e_0903,1,1,1
E,v53e_0904,1,1,1
E,v53e_0905,1,1,1
E,v53e_0906,1,1,1
E,v53e_0907,1,1,1
E,v53e_0908,1,1,1
E,v53e_0909,1,1,1
E,v53e_0910,1,1,1
E,v53e_0911,1,1,1
E,v53e_0912,1,1,1
E,v53e_0913,1,1,1
E,v53e_0914,1,1,1
E,v53e_0915,1,1,1
E,v53e_0916,1,1,1
E,v53e_0917,1,1,1
E,v53e_0918,1,1,1
E,v53e_0919,1,1,1
E,v53e_0920,1,1,1
E,v53e_0921,1,1,1
E,v53e_0922,1,1,1
E,v53e_0923,1,1,1
E,v53e_0924,1,1,1
E,v53e_0925,1,1,1
E,v53e_0926,1,1,1
E,v53e_0927,1,1,1
E,v53e_0928,1,1,1
E,v53e_0929,1,1,1
